"","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6"
"11716459_at",7.867882,7.751075,8.316454,8.063585,8.18656,8.262762
"11716460_x_at",7.812935,7.437394,8.187214,8.074955,8.015108,8.23373
"11716461_at",7.575274,7.242551,7.390257,7.615736,7.595991,7.405971
"11716462_a_at",7.584902,7.39607,7.647144,7.605682,7.662779,7.204695
"11716463_a_at",6.16634,6.252385,6.548927,6.340166,6.091345,6.154558
"11716464_at",7.9507,7.710731,7.60861,7.077501,6.896136,7.162214
"11716465_a_at",8.336463,8.412723,8.222717,8.159553,8.592887,8.139411
"11716466_s_at",7.38582,7.665789,7.502004,7.355269,7.26126,7.595151
"11716467_x_at",8.586499,8.652777,8.353823,8.491549,8.521046,8.473582
"11716468_s_at",9.124399,9.571889,9.125438,9.100013,9.078051,9.375226
"11716469_x_at",9.903153,10.1494,10.13198,10.20895,10.09119,10.15212
"11716470_at",4.167195,4.464226,4.320578,4.248035,4.267236,4.781261
"11716471_at",9.281592,9.095118,9.335186,9.210939,9.68574,9.182554
"11716472_a_at",7.911123,8.431336,8.533557,8.60859,8.411561,8.463041
"11716473_at",10.202,10.28876,10.25158,10.17818,10.08661,10.1882
"11716474_a_at",8.975599,9.071034,9.125189,9.014731,8.875441,8.984535
"11716475_a_at",10.99366,11.24274,11.37807,11.22515,11.31173,11.15998
"11716476_a_at",7.643932,7.452483,7.595722,7.453312,7.400315,7.501812
"11716477_x_at",7.590555,7.441356,7.600541,7.279384,7.217922,7.549389
"11716478_s_at",11.52565,11.57772,11.56232,11.4271,11.56878,11.47319
"11716479_s_at",4.419005,4.396836,4.317977,4.60907,4.314094,4.517245
"11716480_a_at",4.38546,4.268454,4.166036,4.450197,4.11607,4.586068
"11716481_x_at",4.493201,4.433442,4.539318,4.801572,4.400808,4.859482
"11716482_a_at",8.499495,8.223948,8.805804,8.05662,8.220905,8.580666
"11716483_x_at",7.552295,7.406682,7.763995,7.043326,7.093716,7.648024
"11716484_at",9.582831,9.426491,9.591884,9.287741,9.475589,9.571286
"11716485_at",8.876315,9.084595,9.527201,9.622147,9.632146,9.921021
"11716486_at",4.166342,4.03342,4.080787,4.108111,4.053124,4.043351
"11716487_a_at",7.579262,7.864444,7.809557,7.762602,7.274991,7.90118
"11716488_x_at",9.640043,9.891983,9.553347,9.113512,9.415835,9.428196
"11716489_a_at",2.99702,2.894438,3.007635,3.098364,2.9051,2.906786
"11716490_a_at",3.426408,4.968549,3.907945,3.697114,3.465408,3.433262
"11716491_s_at",4.285708,5.47104,4.825188,4.339518,4.294816,4.380946
"11716492_s_at",8.269736,8.486528,8.648724,8.870606,9.192576,8.585983
"11716493_a_at",9.92165,10.10608,10.18638,10.38211,10.15838,10.16329
"11716494_a_at",9.443266,9.049119,9.257133,9.488756,9.274995,9.300695
"11716495_a_at",9.355909,9.344633,9.674511,9.801628,9.469955,9.571066
"11716496_s_at",7.514866,7.355494,6.910291,7.436985,7.3639,7.57334
"11716497_at",10.21973,10.1722,10.28602,10.13667,10.0457,10.34286
"11716498_s_at",10.7457,10.66725,10.96616,10.94002,10.87435,10.93914
"11716499_x_at",8.866722,8.810697,8.756863,8.947251,8.883291,8.980474
"11716500_a_at",4.717674,7.696911,7.771605,8.31828,7.222961,7.963925
"11716501_a_at",4.167098,4.16146,4.56675,4.337996,4.076763,4.226734
"11716502_x_at",3.713376,3.666661,3.532205,3.422429,3.438173,3.726691
"11716503_a_at",4.792659,4.79853,4.952769,5.034761,5.038468,4.90198
"11716504_x_at",3.871588,3.812258,3.856446,3.714116,3.926843,3.893242
"11716505_a_at",8.363182,8.6413,8.601799,8.497883,8.482263,8.47912
"11716506_s_at",10.20298,10.55894,10.44707,10.41309,10.36661,10.38224
"11716507_at",6.372004,6.263408,6.608013,6.419484,6.344173,6.242137
"11716508_at",3.064724,2.984613,2.979951,3.073581,2.704225,2.821036
"11716509_a_at",9.186788,8.999194,8.937179,8.702145,8.929294,9.098747
"11716510_at",9.66397,9.503471,9.405209,9.194859,9.351546,9.267937
"11716511_x_at",8.043302,7.822645,8.119408,7.868095,7.84441,7.910861
"11716512_a_at",10.01123,10.13544,9.767309,9.978306,9.929703,9.844551
"11716513_a_at",7.850199,8.010891,8.077937,8.27236,8.083916,8.209414
"11716514_s_at",10.77489,10.88945,10.89079,11.00741,10.77768,10.87795
"11716515_x_at",11.68014,11.72542,11.71168,11.87791,11.67943,11.70736
"11716516_a_at",6.258042,6.226242,6.500564,6.416478,6.034489,5.782665
"11716517_x_at",6.155315,6.226242,6.666603,6.319263,6.028964,6.483195
"11716518_at",8.423063,7.862828,8.049493,7.982149,8.113416,7.995026
"11716519_s_at",8.042099,8.15799,8.343664,8.092851,7.962955,8.250169
"11716520_at",7.41572,7.892875,6.572122,6.948236,5.028772,5.75649
"11716521_a_at",5.658124,5.833599,5.454219,5.670832,5.90225,5.777485
"11716522_x_at",5.643756,5.903244,5.649777,5.834523,5.90225,5.882125
"11716523_at",3.915415,3.69342,3.704562,4.102255,3.780517,3.552366
"11716524_a_at",9.309731,9.253544,9.173888,9.46097,9.439737,9.192765
"11716525_a_at",11.08452,7.733853,8.479991,6.110017,8.541674,6.397928
"11716526_x_at",11.04649,7.764167,8.384887,6.071981,8.525256,6.385309
"11716527_a_at",10.89896,9.88295,10.44548,9.918771,9.939914,9.953756
"11716528_at",5.063821,4.863769,4.893328,5.042841,4.784505,5.067544
"11716529_a_at",7.231194,7.194489,7.349601,7.546988,7.433966,7.295035
"11716530_at",9.933561,9.642515,9.734461,9.732757,9.889441,9.462732
"11716531_at",3.536316,3.327656,3.127195,3.415658,3.362361,3.635142
"11716532_a_at",2.910415,2.968082,2.908117,3.453876,3.076756,3.221197
"11716533_a_at",8.498764,8.742021,8.988934,9.042239,8.688914,8.785845
"11716534_s_at",8.929228,9.26439,9.311203,9.52475,9.174444,8.942263
"11716535_a_at",6.739902,6.856786,6.378821,6.781574,6.488383,6.592319
"11716536_a_at",6.830258,6.80288,7.057299,7.161117,7.008843,6.717609
"11716537_s_at",7.921119,7.532419,7.958954,8.360242,8.186824,7.796132
"11716538_x_at",7.255966,7.348126,7.35129,7.769586,7.659521,7.242246
"11716539_a_at",7.974996,7.589999,8.100868,7.567367,7.916798,7.653075
"11716540_a_at",7.410504,7.633094,7.619703,7.905463,7.645456,7.593426
"11716541_a_at",4.502633,4.489009,4.704322,4.644389,4.388754,4.639502
"11716542_x_at",3.909739,3.758175,3.69153,4.180501,3.928186,4.121512
"11716543_a_at",6.845654,6.884387,7.026793,7.219115,6.920602,7.235077
"11716544_at",4.819831,4.862489,4.822885,4.775239,4.91492,4.905911
"11716545_x_at",10.37106,10.64338,10.73276,10.9364,10.82874,10.51068
"11716546_s_at",9.04173,8.637218,9.216602,9.381903,9.035326,9.134487
"11716547_s_at",4.327244,4.094203,4.481964,4.757587,4.591045,5.023843
"11716548_x_at",8.799325,8.172562,8.162472,8.134998,8.068987,8.016104
"11716549_s_at",9.100777,8.517529,9.53195,7.896696,8.588497,7.064105
"11716550_at",6.333284,6.471058,5.811427,6.811802,5.76405,5.482912
"11716551_s_at",6.502192,6.940506,5.575044,7.390014,5.960066,5.394091
"11716552_a_at",5.669981,6.699707,5.85686,5.846918,6.065301,5.620133
"11716553_a_at",8.937909,8.040194,8.114271,7.695191,7.655152,8.343536
"11716554_a_at",4.08305,4.48123,4.57081,4.127431,3.714887,4.042306
"11716555_at",7.653637,6.970252,7.262181,7.137356,7.329304,6.772605
"11716556_a_at",7.630666,7.562864,8.233121,8.174068,8.513917,7.828251
"11716557_a_at",6.250644,6.226085,6.6526,6.73658,6.645383,6.172415
"11716558_at",5.742417,5.499793,6.036287,5.89819,5.961712,5.646574
"11716559_x_at",5.950553,5.707942,6.331257,6.047152,6.166774,5.85471
"11716560_a_at",7.506965,7.470538,7.756463,7.412844,7.344244,7.467718
"11716561_x_at",6.609212,6.588634,6.874558,6.559188,6.653738,6.437584
"11716562_at",10.07028,9.606436,8.902315,9.357128,9.388771,9.160392
"11716563_s_at",10.53656,10.07884,9.812297,9.937295,9.994984,9.649977
"11716564_a_at",8.057066,7.761218,7.830025,7.567667,7.5996,7.410262
"11716565_a_at",7.715821,7.427127,7.408982,7.48969,7.512435,7.386227
"11716566_a_at",7.173475,7.038376,6.920886,7.016506,6.937254,7.358557
"11716567_a_at",9.301769,9.389332,9.137468,9.486284,9.401681,9.529713
"11716568_a_at",7.344957,7.343573,8.152893,7.315086,7.01316,7.362924
"11716569_at",6.526885,6.014506,6.877441,6.318665,7.474533,6.941957
"11716570_a_at",6.483038,6.24675,6.544786,6.42665,6.629677,6.661392
"11716571_at",7.182172,7.134641,6.811247,6.37843,6.013067,6.569394
"11716572_s_at",10.42705,10.25178,10.01331,10.30642,10.53088,9.967138
"11716573_a_at",6.9504,6.814008,6.48072,6.451679,6.630584,6.514108
"11716574_at",8.930627,8.597948,8.434093,8.352582,8.445395,8.467561
"11716575_a_at",3.954705,3.655427,3.797348,3.685879,3.657075,3.725548
"11716576_a_at",8.292465,7.58914,7.79966,7.531888,7.216344,7.747377
"11716577_s_at",6.057268,5.203107,5.22043,5.249169,5.050597,5.11944
"11716578_at",9.069742,9.844337,8.755482,8.906491,7.627371,7.748495
"11716579_a_at",12.37321,11.55101,11.3898,11.18759,10.82944,11.51486
"11716580_s_at",11.19769,10.16064,10.15427,9.970016,9.635914,10.35151
"11716581_a_at",8.479765,8.709146,8.459888,8.57891,8.590494,8.475047
"11716582_a_at",10.63957,10.45389,10.34274,10.26918,10.59543,10.56565
"11716583_a_at",12.37849,12.56823,12.34088,12.62158,12.38771,12.5266
"11716584_x_at",11.75961,11.95529,11.69401,12.01492,11.71691,11.91663
"11716585_a_at",10.06191,9.785891,10.40221,10.26033,10.22759,10.19806
"11716586_a_at",6.712903,7.076365,7.492514,7.800748,7.337654,7.336756
"11716587_at",10.53789,11.01192,11.75383,12.12141,11.70057,11.53339
"11716588_at",10.34978,10.43392,10.67909,10.45859,10.40821,10.70759
"11716589_x_at",10.63569,10.72,11.12506,10.83057,10.77893,11.00429
"11716590_s_at",10.7904,10.67003,10.9839,10.8022,10.87045,11.09764
"11716591_a_at",5.229256,4.999912,5.387955,5.450862,5.551801,5.20506
"11716592_s_at",5.331985,5.723555,5.443239,5.571232,5.437376,5.387674
"11716593_x_at",5.884984,5.843418,5.945992,6.082387,5.743844,5.621505
"11716594_a_at",8.752432,8.742772,8.78798,8.77447,8.644877,9.106943
"11716595_s_at",11.12442,10.71876,10.60349,9.914648,10.52236,10.56026
"11716596_a_at",11.19508,10.86038,10.66832,10.07126,10.04984,9.906781
"11716597_a_at",9.401335,9.561666,9.192193,9.451782,9.292119,9.227238
"11716598_a_at",7.904315,7.5568,7.930932,7.990569,7.775175,7.788651
"11716599_s_at",9.219543,8.925444,9.309017,9.385557,9.317232,9.349302
"11716600_a_at",5.864977,5.175935,5.505176,5.902625,5.571606,5.716378
"11716601_a_at",8.086893,8.011183,7.850587,8.008383,8.275998,7.636566
"11716602_at",5.933926,5.44358,6.180429,5.954893,6.066841,5.155847
"11716603_a_at",9.198092,8.68454,8.73945,8.826962,9.177979,8.439918
"11716604_a_at",6.326715,6.031257,6.373871,6.247261,6.477094,6.100339
"11716605_at",5.598487,5.796853,5.095677,5.301117,5.693248,5.66703
"11716606_s_at",9.69302,9.597254,9.863362,9.786544,9.667699,9.408084
"11716607_a_at",12.06855,12.05245,12.04927,12.04444,11.79876,12.29067
"11716608_a_at",11.29736,11.51346,11.4077,11.40795,11.51323,11.7641
"11716609_a_at",7.445964,7.212476,7.905535,5.999104,6.876419,6.625173
"11716610_a_at",10.63905,10.8468,10.95089,10.98127,10.81203,10.95827
"11716611_x_at",11.06216,11.09148,11.34171,11.23593,11.11787,11.2952
"11716612_a_at",7.841492,8.078489,8.213794,8.102349,7.835873,7.854424
"11716613_s_at",13.21914,13.17566,12.96812,13.09751,13.10112,13.1652
"11716614_a_at",12.63926,12.40359,12.21707,12.33506,12.26402,12.50281
"11716615_s_at",10.70255,10.57312,10.64611,10.6417,10.47922,10.77286
"11716616_a_at",10.29015,10.5684,10.36116,10.61129,10.46648,11.07924
"11716617_at",12.07176,11.90661,11.75151,11.93198,12.00364,11.786
"11716618_at",9.337179,9.003916,9.235139,9.07012,9.172936,8.99345
"11716619_a_at",9.726983,10.36626,9.796792,10.32834,10.44958,10.50839
"11716620_a_at",10.15954,10.5616,10.27708,10.02226,10.38664,10.42919
"11716621_a_at",9.438824,10.09162,10.0777,10.35727,10.07758,10.07531
"11716622_x_at",7.581286,7.106664,7.418223,7.570357,7.457726,7.396824
"11716623_a_at",8.664148,8.828485,8.687287,8.617074,8.956847,8.405594
"11716624_s_at",9.909041,9.944855,9.81111,9.880688,10.10177,9.577747
"11716625_a_at",10.67802,10.91386,11.09778,10.89238,11.00674,11.39908
"11716626_at",8.618135,8.811087,8.405344,8.290443,8.468534,8.732048
"11716627_a_at",3.748415,3.766487,3.490743,3.529542,3.631754,3.535959
"11716628_at",9.837446,10.04187,9.534174,9.553061,9.663601,9.997482
"11716629_at",8.974029,8.279656,8.539887,8.745466,8.479082,8.360456
"11716630_a_at",7.773696,7.838216,6.746891,7.221141,5.704561,7.546805
"11716631_s_at",8.436496,11.91518,12.29092,13.33053,12.49875,13.21526
"11716632_at",7.197613,7.204901,7.326844,7.828053,7.607915,7.893512
"11716633_a_at",8.49161,8.521847,9.167103,9.270346,8.955972,9.134355
"11716634_a_at",11.70659,11.9905,11.82039,12.33321,11.88106,11.91251
"11716635_x_at",11.20878,11.54635,11.35006,11.83581,11.27269,11.41799
"11716636_a_at",9.146559,8.864529,8.689151,8.807981,8.938616,8.214034
"11716637_at",10.82263,11.20739,10.86835,10.93669,11.1416,11.43214
"11716638_s_at",10.26213,11.99833,11.46067,11.76454,11.45807,11.87422
"11716639_a_at",7.809715,9.994831,9.081939,9.826095,9.193112,9.913935
"11716640_a_at",8.554803,8.711609,8.710608,8.825106,8.749506,9.004799
"11716641_x_at",8.373146,8.819837,8.785146,8.888152,8.753581,8.950576
"11716642_s_at",8.887868,8.698399,8.487724,9.052483,9.355256,7.920245
"11716643_s_at",10.73964,11.24931,11.00625,11.03764,11.26728,11.52419
"11716644_a_at",9.621891,10.15925,9.971104,9.864709,10.28234,10.39272
"11716645_a_at",8.25602,8.214378,8.262149,8.37394,8.160021,8.477369
"11716646_a_at",8.718621,8.569191,8.953554,8.671507,8.517799,9.055912
"11716647_x_at",8.947147,8.9389,9.18011,8.923985,9.031864,9.364357
"11716648_a_at",8.956855,9.281651,9.137072,8.843626,8.817787,8.888381
"11716649_a_at",9.59109,9.849797,9.625603,9.490485,9.536072,9.66809
"11716650_a_at",9.553153,9.694794,9.701602,9.830725,9.738941,9.862352
"11716651_a_at",9.646616,9.648255,9.639528,9.834905,9.655059,9.811972
"11716652_a_at",3.723623,4.41441,4.169092,4.58121,4.466529,4.436075
"11716653_x_at",5.852962,6.454108,6.375118,6.426217,6.627489,6.376149
"11716654_a_at",7.772637,7.615501,7.627281,7.887939,8.059845,7.665316
"11716655_a_at",9.120413,8.732549,8.907932,8.711124,8.497204,8.703054
"11716656_x_at",7.670801,7.253926,7.430192,7.364152,7.11533,7.171058
"11716657_at",6.241673,6.05579,6.411989,6.194746,6.236147,6.268177
"11716658_a_at",8.362447,8.386197,8.217602,8.636882,8.707482,7.845063
"11716659_a_at",10.32582,10.00555,9.97543,9.968223,10.10929,9.492046
"11716660_at",4.385605,4.354607,4.545233,4.57034,4.433927,4.407866
"11716661_at",7.096308,7.174912,6.233924,6.184338,6.076645,6.469969
"11716662_at",8.584838,8.94062,8.702983,8.947176,8.650098,8.831947
"11716663_a_at",7.856987,9.168068,8.325536,6.737474,8.300139,8.804564
"11716664_x_at",8.154655,8.897371,8.299646,7.371673,8.33454,8.312337
"11716665_s_at",6.802404,7.620611,6.083393,5.66401,7.131128,7.326678
"11716666_a_at",11.56291,11.58405,11.79919,11.39893,11.58235,11.67491
"11716667_a_at",9.059334,8.427442,8.746029,8.570281,8.917761,8.008718
"11716668_at",8.118578,8.018341,8.311157,8.393143,8.11981,8.329475
"11716669_x_at",8.9382,8.764578,9.145869,9.083523,8.895428,9.198663
"11716670_s_at",6.568459,6.673995,6.639693,6.603507,6.454856,6.67576
"11716671_x_at",10.6033,10.8902,10.82175,10.63531,10.59115,10.50032
"11716672_x_at",8.344526,8.633123,8.283459,8.435832,8.379884,8.277819
"11716673_a_at",9.133755,9.032408,9.191832,8.909225,8.767654,8.746458
"11716674_a_at",6.200905,6.231183,6.004776,6.045465,5.58596,5.945748
"11716675_at",9.443517,9.19612,9.138114,9.059949,8.825175,9.606371
"11716676_a_at",8.832724,8.767481,8.295533,8.644775,8.092866,9.080091
"11716677_x_at",8.195338,8.109225,7.940431,8.015582,7.805025,8.595546
"11716678_a_at",4.406499,4.314207,3.982622,4.226279,4.028541,4.240784
"11716679_s_at",6.051234,6.168511,6.224252,6.318114,6.224252,6.421682
"11716680_x_at",4.775931,4.978021,4.352221,4.503473,4.622052,4.369002
"11716681_at",4.541698,4.334512,4.009743,3.95273,3.953243,4.327303
"11716682_s_at",9.195192,9.570738,9.319536,9.131147,9.453419,9.596359
"11716683_x_at",9.599396,10.04159,9.595877,9.618121,9.908906,10.06373
"11716684_a_at",10.00376,9.270396,8.651049,9.078691,8.603438,9.398388
"11716685_s_at",8.929717,7.619913,7.126552,7.37508,7.398896,7.94744
"11716686_a_at",4.057338,4.383855,4.280562,4.844935,4.525364,4.460469
"11716687_x_at",9.242694,9.324701,8.987432,10.01062,9.364686,9.344396
"11716688_at",7.48668,7.907792,8.225624,7.971738,7.803491,7.825833
"11716689_s_at",6.512636,6.806056,6.91083,6.919408,6.887018,6.582249
"11716690_x_at",7.319049,7.538976,7.659677,7.534652,7.437133,7.416398
"11716691_a_at",8.38315,8.917964,8.631536,8.475721,8.027025,8.635593
"11716692_x_at",9.216537,9.664848,9.468299,9.311377,8.822927,9.413021
"11716693_a_at",8.316357,8.553354,7.478014,7.529786,7.378268,8.087286
"11716694_at",7.95224,8.355919,7.450712,7.349718,7.293042,7.777707
"11716695_a_at",7.848027,7.995088,7.204777,7.232132,7.242438,7.271242
"11716696_s_at",8.149792,8.397915,7.594495,7.469827,7.626687,7.71309
"11716697_at",3.529838,3.981973,4.250776,3.873987,3.575658,5.544946
"11716698_s_at",10.61552,10.54763,10.18073,9.762165,9.788495,10.16989
"11716699_a_at",9.323862,9.695862,9.328642,9.62735,9.509642,9.545527
"11716700_at",9.468323,9.775837,9.735429,9.757062,9.729401,9.787807
"11716701_a_at",10.62199,10.68051,10.67899,10.69658,10.72343,11.00913
"11716702_a_at",3.023788,2.848521,2.878556,3.076811,3.006041,3.149045
"11716703_a_at",9.902288,10.31133,10.06608,9.654568,9.807665,9.930372
"11716704_at",5.054405,5.265636,4.969765,5.409597,4.979873,5.14192
"11716705_at",7.947987,7.967898,8.164899,8.098587,7.900666,7.888699
"11716706_at",9.566725,9.710922,9.741949,9.891417,9.592501,9.521019
"11716707_a_at",9.645966,9.291437,9.413717,9.474361,9.644308,9.670996
"11716708_a_at",6.899802,7.53884,7.656009,7.752148,8.010456,9.532755
"11716709_s_at",8.155443,8.354668,8.487787,8.530531,8.499783,9.636023
"11716710_a_at",11.32812,11.77375,12.25616,12.11512,10.18297,12.34281
"11716711_a_at",10.6196,10.66333,10.78879,10.42506,10.45101,10.87364
"11716712_s_at",9.752035,9.595065,9.47121,9.478828,9.630713,9.853015
"11716713_a_at",7.962199,8.139724,8.469528,8.098398,8.088029,7.935663
"11716714_x_at",8.362241,8.713366,8.682042,8.555528,8.494539,8.474193
"11716715_a_at",13.05383,12.6051,12.11444,11.66393,12.36216,11.92741
"11716716_x_at",11.47914,10.6011,11.09568,9.891317,11.21287,10.82901
"11716717_a_at",7.355774,7.275661,6.795151,6.84471,6.574738,6.87253
"11716718_at",7.691339,7.834578,7.324791,7.179729,7.881694,7.954512
"11716719_s_at",9.202676,9.333932,8.922625,8.672252,9.404054,9.425002
"11716720_a_at",5.62441,5.804084,5.682423,5.516343,5.729299,5.940673
"11716721_a_at",4.103491,4.298451,4.183207,4.22865,3.950665,4.408536
"11716722_a_at",6.783817,6.951929,6.909573,6.680122,6.68339,6.727623
"11716723_at",9.093108,9.216105,8.817078,8.922176,9.250441,8.497618
"11716724_x_at",9.247403,9.378305,8.936892,9.016697,9.28321,8.622823
"11716725_a_at",7.305794,7.120316,7.116406,7.28355,6.837511,7.404672
"11716726_a_at",5.843382,5.916668,6.168379,6.127851,6.866254,5.588785
"11716727_x_at",5.396205,5.325576,5.268695,5.638461,6.300807,5.193661
"11716728_s_at",12.70197,12.83821,12.90362,13.06892,13.18975,13.1136
"11716729_a_at",9.927565,10.38444,10.07933,9.981318,9.998478,10.49191
"11716730_a_at",12.32759,12.33437,12.31971,12.36372,12.55326,12.20281
"11716731_a_at",6.843226,6.934052,6.87401,6.725425,6.651182,6.912818
"11716732_at",3.038524,3.024125,3.010748,3.053779,3.379034,2.898379
"11716733_at",6.889668,7.292435,6.797264,6.711041,6.730838,6.247049
"11716734_at",5.45487,6.592808,5.635909,5.63741,5.385967,5.638167
"11716735_s_at",8.249532,8.064877,8.073488,7.535954,7.789805,8.015747
"11716736_at",6.974409,6.662988,7.073949,6.915274,7.184632,6.917962
"11716737_at",7.788719,7.903134,8.009064,7.971875,7.967897,8.287535
"11716738_at",8.724637,8.554142,9.288441,9.168353,9.052141,9.145238
"11716739_x_at",6.692037,6.438131,6.639218,6.098939,6.424882,6.480912
"11716740_a_at",7.30805,7.103699,7.035026,6.258243,6.456635,7.129209
"11716741_x_at",6.385282,5.723889,5.92608,5.570971,5.461607,5.860993
"11716742_a_at",8.684111,8.174448,8.74482,8.856649,9.332632,8.602486
"11716743_s_at",8.355658,7.830837,8.510005,8.750898,9.140683,8.298375
"11716744_x_at",8.854344,8.398753,9.037133,9.166446,9.593044,8.891091
"11716745_s_at",5.693312,5.578079,5.482367,5.418587,5.391039,5.135865
"11716746_a_at",7.095639,6.192375,6.332246,5.979006,6.561777,5.882843
"11716747_a_at",4.131288,3.943653,4.041111,4.066731,3.923642,3.919909
"11716748_at",4.247113,3.937551,3.888512,4.002646,4.113068,3.933297
"11716749_a_at",4.44891,3.976666,4.149239,4.032918,4.138347,4.497865
"11716750_a_at",11.09505,11.02575,10.8435,10.89341,10.92719,11.36709
